,titles,ratings,reviews,dates,replies,reply_dates,clean_review,combined_reviews,reviews_len
435,Distanciation inexistante au carrefour…,1,Distanciation inexistante au carrefour part dieu j'ai dû me fâcher avec une cliente qui ne voulait rien comprendre...en regardant autour de moi personne ne respecte  c'est honteux au vu de la situation sanitaire. Suggestion passer une annonce toute les 10 minutes afin que les gens respecte les gestes barrières.,2021-12-28T13:17:36.000Z,<br/>,2021-12-29T10:36:18.798Z,Distanciation inexistante au carrefour part dieu j'ai dû me fâcher avec une cliente qui ne voulait rien comprendre...en regardant autour de moi personne ne respecte  c'est honteux au vu de la situation sanitaire. Suggestion passer une annonce toute les 10 minutes afin que les gens respecte les gestes barrières.,Distanciation inexistante au carrefour… Distanciation inexistante au carrefour part dieu j'ai dû me fâcher avec une cliente qui ne voulait rien comprendre...en regardant autour de moi personne ne respecte  c'est honteux au vu de la situation sanitaire. Suggestion passer une annonce toute les 10 minutes afin que les gens respecte les gestes barrières.,53
452,Un achat Black Friday qui a viré au cauchemar,1,"J’ai passer une commande le 27/11 pour un ordinateur portable, que j’ai annuler, puis j’ai passé une autre commande que j’ai reçu.
Conclusion la première commande n’a jamais été annuler elle a été envoyé sans information correcte du coup le transporteur la retourné à l’expéditeur, et la deuxième commande le produit était défectueux, je le revois et je passes au moins 20 appels pour signaler le défectueux pour enfin réussir à le renvoyer, puis je passe plus de 30 appels pour signaler que la première commande à été retourné chez eux.
La nous somme le 10/12 mon argent est toujours chez Carrefour et aucun mail de remboursement n’a atterri dans ma boîte mail.
SVP si vous voulez acheter des produits de valeur ne le faite pas chez Carrefour c’est un disaster !! AMAZON est le roi du E-commerce.",2021-12-10T10:53:33.000Z,,,"J’ai passer une commande le 27/11 pour un ordinateur portable, que j’ai annuler, puis j’ai passé une autre commande que j’ai reçu.Conclusion la première commande n’a jamais été annuler elle a été envoyé sans information correcte du coup le transporteur la retourné à l’expéditeur, et la deuxième commande le produit était défectueux, je le revois et je passes au moins 20 appels pour signaler le défectueux pour enfin réussir à le renvoyer, puis je passe plus de 30 appels pour signaler que la première commande à été retourné chez eux.La nous somme le 10/12 mon argent est toujours chez Carrefour et aucun mail de remboursement n’a atterri dans ma boîte mail.SVP si vous voulez acheter des produits de valeur ne le faite pas chez Carrefour c’est un disaster !! AMAZON est le roi du E-commerce.","Un achat Black Friday qui a viré au cauchemar J’ai passer une commande le 27/11 pour un ordinateur portable, que j’ai annuler, puis j’ai passé une autre commande que j’ai reçu.Conclusion la première commande n’a jamais été annuler elle a été envoyé sans information correcte du coup le transporteur la retourné à l’expéditeur, et la deuxième commande le produit était défectueux, je le revois et je passes au moins 20 appels pour signaler le défectueux pour enfin réussir à le renvoyer, puis je passe plus de 30 appels pour signaler que la première commande à été retourné chez eux.La nous somme le 10/12 mon argent est toujours chez Carrefour et aucun mail de remboursement n’a atterri dans ma boîte mail.SVP si vous voulez acheter des produits de valeur ne le faite pas chez Carrefour c’est un disaster !! AMAZON est le roi du E-commerce.",144
76,Allo monsieur Bompard !,1,"Allo monsieur Bompard !
Honteux, scandaleux, votre service d'appel au 0806060601 Attente interminable sans aucun message d'attente. Je ne m'insurge pas contre l'attente qui peut se comprendre mais bien contre la procédure.  Vos ""têtes pensantes"" chargées de la mise en place de ces procédures utilisent-ils eux même leurs services ? Faites le test !",2022-11-02T11:16:48.000Z,"Bonjour, et merci pour votre avis. Pourriez-vous nous indiquer à quel jour et à quelle heure vous avez pris contact avec ce numéro, s'il vous plaît ? Nous sommes également à votre écoute sur les réseaux sociaux de Carrefour ou encore par mail : https://www.carrefour.fr/services/nous-contacter, si vous préférez nous contacter de cette façon. Nous vous souhaitons une bonne fin de journée. L'équipe Carrefour",2022-11-02T12:58:16.030Z,"Allo monsieur Bompard !Honteux, scandaleux, votre service d'appel au 0806060601 Attente interminable sans aucun message d'attente. Je ne m'insurge pas contre l'attente qui peut se comprendre mais bien contre la procédure.  Vos ""têtes pensantes"" chargées de la mise en place de ces procédures utilisent-ils eux même leurs services ? Faites le test !","Allo monsieur Bompard ! Allo monsieur Bompard !Honteux, scandaleux, votre service d'appel au 0806060601 Attente interminable sans aucun message d'attente. Je ne m'insurge pas contre l'attente qui peut se comprendre mais bien contre la procédure.  Vos ""têtes pensantes"" chargées de la mise en place de ces procédures utilisent-ils eux même leurs services ? Faites le test !",57
1435,J'ai acheté du pain et la date est…,1,J'ai acheté du pain et la date est dépassé la date et du 13/02/2020 et on est le 14 je l'ai pas vu le pain et encore bon ils auraient dû l'enlever,2020-02-14T18:07:19.000Z,,,J'ai acheté du pain et la date est dépassé la date et du 13/02/2020 et on est le 14 je l'ai pas vu le pain et encore bon ils auraient dû l'enlever,J'ai acheté du pain et la date est… J'ai acheté du pain et la date est dépassé la date et du 13/02/2020 et on est le 14 je l'ai pas vu le pain et encore bon ils auraient dû l'enlever,40
38,Suite à des courses effectuées dans un…,1,Suite à des courses effectuées dans un carrefour market à la Flèche en sarthe j'ai acheté une salade mix au poulet rôti périmée depuis une journée c'est une honte pour une grande surface de laisser un produit périmé de cette nature dommage que je n'ai pas vérifié en l'achetant du coup je n'ai rien mangé pendant ma pause repas j'ai quand même gardé le ticket de caisse et prix une photo de la date sur l'emballage. Heureusement que j'ai vu la date avant de la manger j'aurais pu être malade.,2022-12-15T08:26:24.000Z,,,Suite à des courses effectuées dans un carrefour market à la Flèche en sarthe j'ai acheté une salade mix au poulet rôti périmée depuis une journée c'est une honte pour une grande surface de laisser un produit périmé de cette nature dommage que je n'ai pas vérifié en l'achetant du coup je n'ai rien mangé pendant ma pause repas j'ai quand même gardé le ticket de caisse et prix une photo de la date sur l'emballage. Heureusement que j'ai vu la date avant de la manger j'aurais pu être malade.,Suite à des courses effectuées dans un… Suite à des courses effectuées dans un carrefour market à la Flèche en sarthe j'ai acheté une salade mix au poulet rôti périmée depuis une journée c'est une honte pour une grande surface de laisser un produit périmé de cette nature dommage que je n'ai pas vérifié en l'achetant du coup je n'ai rien mangé pendant ma pause repas j'ai quand même gardé le ticket de caisse et prix une photo de la date sur l'emballage. Heureusement que j'ai vu la date avant de la manger j'aurais pu être malade.,97
1971,"inacceptable, mauvais service après-vente",1,"Je fais toutes mes courses chaque semaine à carrefour et j'en suis très satisfaite. C'est pourquoi j'étais pleinement confiante de commander chez carrefour.fr. par internet. Malheureusement, ça s'est très mal passé. Le produit était défectueux. J'ai eu de gros problèmes de communication avec le service après-vente. Le produit n'a jamais bien fonctionné. En plus au lieu de prélever le paiement 1 fois par mois pendant 3 mois, ils m'ont prélevé 2 mois en même temps, je n'avais plus d'argent du tout pour manger, ils ont fini quand même après avoir beaucoup insisté par me rendre mon argent ce mois là. J'étais exaspérée, j'ai demandé réparation du préjudice. J'étais contente car ils m'ont versé 500 euros.; sauf que par la suite ils m'ont prélevé tous les mois pour rembourser cette somme de 500 euros avec des intérets exorbitants et je paie encore 4 ans après. Merci à Trustpilot de me donner la parole, car je suis une personne seule et sans défense.",2014-06-12T09:45:37.000Z,,,"Je fais toutes mes courses chaque semaine à carrefour et j'en suis très satisfaite. C'est pourquoi j'étais pleinement confiante de commander chez carrefour.fr. par internet. Malheureusement, ça s'est très mal passé. Le produit était défectueux. J'ai eu de gros problèmes de communication avec le service après-vente. Le produit n'a jamais bien fonctionné. En plus au lieu de prélever le paiement 1 fois par mois pendant 3 mois, ils m'ont prélevé 2 mois en même temps, je n'avais plus d'argent du tout pour manger, ils ont fini quand même après avoir beaucoup insisté par me rendre mon argent ce mois là. J'étais exaspérée, j'ai demandé réparation du préjudice. J'étais contente car ils m'ont versé 500 euros.; sauf que par la suite ils m'ont prélevé tous les mois pour rembourser cette somme de 500 euros avec des intérets exorbitants et je paie encore 4 ans après. Merci à Trustpilot de me donner la parole, car je suis une personne seule et sans défense.","inacceptable, mauvais service après-vente Je fais toutes mes courses chaque semaine à carrefour et j'en suis très satisfaite. C'est pourquoi j'étais pleinement confiante de commander chez carrefour.fr. par internet. Malheureusement, ça s'est très mal passé. Le produit était défectueux. J'ai eu de gros problèmes de communication avec le service après-vente. Le produit n'a jamais bien fonctionné. En plus au lieu de prélever le paiement 1 fois par mois pendant 3 mois, ils m'ont prélevé 2 mois en même temps, je n'avais plus d'argent du tout pour manger, ils ont fini quand même après avoir beaucoup insisté par me rendre mon argent ce mois là. J'étais exaspérée, j'ai demandé réparation du préjudice. J'étais contente car ils m'ont versé 500 euros.; sauf que par la suite ils m'ont prélevé tous les mois pour rembourser cette somme de 500 euros avec des intérets exorbitants et je paie encore 4 ans après. Merci à Trustpilot de me donner la parole, car je suis une personne seule et sans défense.",165
1053,Publicité mensongère affiche un jeux…,1,Publicité mensongère affiche un jeux vidéos pas chère (et DISPONIBLE !!! ) sur internet mais en fait c est faux. Je vais contacter la répression des fraudes. Après un appelle au service client on me baratine sur l état des stocks. En 2020! Quelle honte! Un jour le jeudi est affiché disponible dans tel magasin et le le demain dans un autre. Je vais joindre une copie d écran à la DGCCRF,2020-11-21T06:12:46.000Z,,,Publicité mensongère affiche un jeux vidéos pas chère (et DISPONIBLE !!! ) sur internet mais en fait c est faux. Je vais contacter la répression des fraudes. Après un appelle au service client on me baratine sur l état des stocks. En 2020! Quelle honte! Un jour le jeudi est affiché disponible dans tel magasin et le le demain dans un autre. Je vais joindre une copie d écran à la DGCCRF,Publicité mensongère affiche un jeux… Publicité mensongère affiche un jeux vidéos pas chère (et DISPONIBLE !!! ) sur internet mais en fait c est faux. Je vais contacter la répression des fraudes. Après un appelle au service client on me baratine sur l état des stocks. En 2020! Quelle honte! Un jour le jeudi est affiché disponible dans tel magasin et le le demain dans un autre. Je vais joindre une copie d écran à la DGCCRF,77
1926,Carrefour site à fuir !!!!,1,"Commande passée le 28/11 avec une livraison sous 3 jours ouvrés en point relais Carrefour Market. J'en suis arrivé à écrire une LRAR pour annuler la commande, à écrire à la DDPP du 91 pour dénoncer ce site, prochaine étape le juge de proximité.
Jamais eu de réponse aux x messages envoyés, les appels au service clientèle n'aboutissent jamais (répondeur) et leur service consommateur qui prend en charge votre réclamation vous communique un numéro de dossier auquel vous n'avez jamais de réponse.",2014-12-19T09:56:58.000Z,,,"Commande passée le 28/11 avec une livraison sous 3 jours ouvrés en point relais Carrefour Market. J'en suis arrivé à écrire une LRAR pour annuler la commande, à écrire à la DDPP du 91 pour dénoncer ce site, prochaine étape le juge de proximité.Jamais eu de réponse aux x messages envoyés, les appels au service clientèle n'aboutissent jamais (répondeur) et leur service consommateur qui prend en charge votre réclamation vous communique un numéro de dossier auquel vous n'avez jamais de réponse.","Carrefour site à fuir !!!! Commande passée le 28/11 avec une livraison sous 3 jours ouvrés en point relais Carrefour Market. J'en suis arrivé à écrire une LRAR pour annuler la commande, à écrire à la DDPP du 91 pour dénoncer ce site, prochaine étape le juge de proximité.Jamais eu de réponse aux x messages envoyés, les appels au service clientèle n'aboutissent jamais (répondeur) et leur service consommateur qui prend en charge votre réclamation vous communique un numéro de dossier auquel vous n'avez jamais de réponse.",86
221,Ce matin au supermarché de Berck,1,"Ce matin au supermarché de Berck, je veux utiliser ma cagnotte (8 euros environ vérifiée le matin même sur mon compte clent), réponse pas de cagnotte. Je continue mes courses au supermarket de Rang-du-Fliers et là bingo ma cagnotte réapparaît! ça pue le bidouillage informatique, d'autant que ce n'est la première fois. Toujours à Berck au rayon charcuterie il y a une affichette pour une promotion (22.90€) sur le jambon de Parme Montorsi. La vendeuse me propose le Serano Montorsi à la place et refuse de me vendre le Parme de Carrefour à ce prix. Infraction caractérisée au code de la consommation. Si seulement c'était la seule fois!",2022-07-21T18:24:00.000Z,,,"Ce matin au supermarché de Berck, je veux utiliser ma cagnotte (8 euros environ vérifiée le matin même sur mon compte clent), réponse pas de cagnotte. Je continue mes courses au supermarket de Rang-du-Fliers et là bingo ma cagnotte réapparaît! ça pue le bidouillage informatique, d'autant que ce n'est la première fois. Toujours à Berck au rayon charcuterie il y a une affichette pour une promotion (22.90€) sur le jambon de Parme Montorsi. La vendeuse me propose le Serano Montorsi à la place et refuse de me vendre le Parme de Carrefour à ce prix. Infraction caractérisée au code de la consommation. Si seulement c'était la seule fois!","Ce matin au supermarché de Berck Ce matin au supermarché de Berck, je veux utiliser ma cagnotte (8 euros environ vérifiée le matin même sur mon compte clent), réponse pas de cagnotte. Je continue mes courses au supermarket de Rang-du-Fliers et là bingo ma cagnotte réapparaît! ça pue le bidouillage informatique, d'autant que ce n'est la première fois. Toujours à Berck au rayon charcuterie il y a une affichette pour une promotion (22.90€) sur le jambon de Parme Montorsi. La vendeuse me propose le Serano Montorsi à la place et refuse de me vendre le Parme de Carrefour à ce prix. Infraction caractérisée au code de la consommation. Si seulement c'était la seule fois!",114
210,arnaque carrefour,1,"Bjr
 je suis passé au magasin de Collégien. Dans le rayon de boucherie j ai 
choisi deux pack de viande avec  le sticker - 10% sur pack.Après passé 
en caisse en vérifiant le ticket je constate que la remise n était pas 
applique.Donc je vais au sce d accueil qui contacte le chef du rayon Mr 
Lionel Kekerdijan qui m a expliqué que le prix sur le pack était déjà 
déduit et il s est sauvé Rien n était marqué que le prix est nette Pour 
moi c est de l arnaque pur et simple.J était commercial pendant 50 ans 
et j ai jamais vu une chose pareil.En simple client je vois une remise 
je prends.Mais quand me ne dise pas que le prix était déjà déduit.Pour 
moi le chef de rayon mentionnais ci dessus n est pas a sa place car il n
 a pas trouvé une solution .J ai sais que la somme n était pas 
énorme,mais pour moi c est une question de principe et j apprécie le 
travail bien fait.Je pense que ce chef de rayon a oublié que c est les 
clients qui font sa paye.Cdt   Mr Tréville  Richard",2022-08-03T19:17:50.000Z,,,"Bjr je suis passé au magasin de Collégien. Dans le rayon de boucherie j ai choisi deux pack de viande avec  le sticker - 10% sur pack.Après passé en caisse en vérifiant le ticket je constate que la remise n était pas applique.Donc je vais au sce d accueil qui contacte le chef du rayon Mr Lionel Kekerdijan qui m a expliqué que le prix sur le pack était déjà déduit et il s est sauvé Rien n était marqué que le prix est nette Pour moi c est de l arnaque pur et simple.J était commercial pendant 50 ans et j ai jamais vu une chose pareil.En simple client je vois une remise je prends.Mais quand me ne dise pas que le prix était déjà déduit.Pour moi le chef de rayon mentionnais ci dessus n est pas a sa place car il n a pas trouvé une solution .J ai sais que la somme n était pas énorme,mais pour moi c est une question de principe et j apprécie le travail bien fait.Je pense que ce chef de rayon a oublié que c est les clients qui font sa paye.Cdt   Mr Tréville  Richard","arnaque carrefour Bjr je suis passé au magasin de Collégien. Dans le rayon de boucherie j ai choisi deux pack de viande avec  le sticker - 10% sur pack.Après passé en caisse en vérifiant le ticket je constate que la remise n était pas applique.Donc je vais au sce d accueil qui contacte le chef du rayon Mr Lionel Kekerdijan qui m a expliqué que le prix sur le pack était déjà déduit et il s est sauvé Rien n était marqué que le prix est nette Pour moi c est de l arnaque pur et simple.J était commercial pendant 50 ans et j ai jamais vu une chose pareil.En simple client je vois une remise je prends.Mais quand me ne dise pas que le prix était déjà déduit.Pour moi le chef de rayon mentionnais ci dessus n est pas a sa place car il n a pas trouvé une solution .J ai sais que la somme n était pas énorme,mais pour moi c est une question de principe et j apprécie le travail bien fait.Je pense que ce chef de rayon a oublié que c est les clients qui font sa paye.Cdt   Mr Tréville  Richard",196
1574,Concernant le carrefour drive,1,"Concernant le carrefour drive, ils ne sont pas au niveau attendu...C'est nul! Vous attendez des plombes, les employés passent à côté de vous sans rien vous demander (ils doivent avoir peur des clients!), les commandes sont incomplètes... A fuir...

Cette année, j'ai essayé les commandes de fourniture pour mes enfants via internet et carrefour...Livraison en 2 à 4 jours ouvrés...Commande reçue au bout de 6 jours...et les mêmes travers, pour récupérer la commande, les employés ne savent pas, vous poirotés...

En bref, pour ma part, le vaccin contre les drive carrefour est fait...Plus jamais...
A vouloir tout faire (hyper, drive, assurances...), ils pataugent, comme bon nombre de ""world company""!",2019-08-31T09:42:39.000Z,,,"Concernant le carrefour drive, ils ne sont pas au niveau attendu...C'est nul! Vous attendez des plombes, les employés passent à côté de vous sans rien vous demander (ils doivent avoir peur des clients!), les commandes sont incomplètes... A fuir...Cette année, j'ai essayé les commandes de fourniture pour mes enfants via internet et carrefour...Livraison en 2 à 4 jours ouvrés...Commande reçue au bout de 6 jours...et les mêmes travers, pour récupérer la commande, les employés ne savent pas, vous poirotés...En bref, pour ma part, le vaccin contre les drive carrefour est fait...Plus jamais...A vouloir tout faire (hyper, drive, assurances...), ils pataugent, comme bon nombre de ""world company""!","Concernant le carrefour drive Concernant le carrefour drive, ils ne sont pas au niveau attendu...C'est nul! Vous attendez des plombes, les employés passent à côté de vous sans rien vous demander (ils doivent avoir peur des clients!), les commandes sont incomplètes... A fuir...Cette année, j'ai essayé les commandes de fourniture pour mes enfants via internet et carrefour...Livraison en 2 à 4 jours ouvrés...Commande reçue au bout de 6 jours...et les mêmes travers, pour récupérer la commande, les employés ne savent pas, vous poirotés...En bref, pour ma part, le vaccin contre les drive carrefour est fait...Plus jamais...A vouloir tout faire (hyper, drive, assurances...), ils pataugent, comme bon nombre de ""world company""!",110
1247,Service livraison et service client…,1,"Service livraison et service client incompétent quand un livreur oublie de vous livrer la moitié de la commande, à savoir tous les produits frais!
Inadmissible, et les interlocuteurs me baladent depuis plus d'un jour et n'ont aucune info sérieuse à me transmettre, et aucun responsable ne me rappelle alors que c'est ma demande depuis hier soir... Il n'y a donc aucun responsable chez Carrefour?? Bravo pour le service rendu!",2020-06-27T08:03:53.000Z,,,"Service livraison et service client incompétent quand un livreur oublie de vous livrer la moitié de la commande, à savoir tous les produits frais!Inadmissible, et les interlocuteurs me baladent depuis plus d'un jour et n'ont aucune info sérieuse à me transmettre, et aucun responsable ne me rappelle alors que c'est ma demande depuis hier soir... Il n'y a donc aucun responsable chez Carrefour?? Bravo pour le service rendu!","Service livraison et service client… Service livraison et service client incompétent quand un livreur oublie de vous livrer la moitié de la commande, à savoir tous les produits frais!Inadmissible, et les interlocuteurs me baladent depuis plus d'un jour et n'ont aucune info sérieuse à me transmettre, et aucun responsable ne me rappelle alors que c'est ma demande depuis hier soir... Il n'y a donc aucun responsable chez Carrefour?? Bravo pour le service rendu!",73
1556,INCOMPÉTENTS !!!,1,"INCOMPÉTENTS !!!
J’ai commandé des fournitures scolaires en ligne plus de 10 jours avant la rentrée. Je n’ai rien reçu pour la rentrée, mes enfants n’avaient leurs fournitures pour la rentrée. J’ai dû faire plusieurs magasins en catastrophe pour tout racheter plus cher car il n’y avait plus rien en rayons. 
Je reçois mes colis 15 jours plus tard abîmés, ils ont pris l’eau. Je leur demande de me rembourser. Ils repoussent ma demande en me proposant des bons d’achat pour qques euros sur leur site (plus jamais !!). Au final ils acceptent de me rembourser si je renvoie le reste des colis non abimés à mes frais. C’est inacceptable !!!",2019-09-25T17:55:48.000Z,,,"INCOMPÉTENTS !!!J’ai commandé des fournitures scolaires en ligne plus de 10 jours avant la rentrée. Je n’ai rien reçu pour la rentrée, mes enfants n’avaient leurs fournitures pour la rentrée. J’ai dû faire plusieurs magasins en catastrophe pour tout racheter plus cher car il n’y avait plus rien en rayons. Je reçois mes colis 15 jours plus tard abîmés, ils ont pris l’eau. Je leur demande de me rembourser. Ils repoussent ma demande en me proposant des bons d’achat pour qques euros sur leur site (plus jamais !!). Au final ils acceptent de me rembourser si je renvoie le reste des colis non abimés à mes frais. C’est inacceptable !!!","INCOMPÉTENTS !!! INCOMPÉTENTS !!!J’ai commandé des fournitures scolaires en ligne plus de 10 jours avant la rentrée. Je n’ai rien reçu pour la rentrée, mes enfants n’avaient leurs fournitures pour la rentrée. J’ai dû faire plusieurs magasins en catastrophe pour tout racheter plus cher car il n’y avait plus rien en rayons. Je reçois mes colis 15 jours plus tard abîmés, ils ont pris l’eau. Je leur demande de me rembourser. Ils repoussent ma demande en me proposant des bons d’achat pour qques euros sur leur site (plus jamais !!). Au final ils acceptent de me rembourser si je renvoie le reste des colis non abimés à mes frais. C’est inacceptable !!!",112
1787,Je parle du carrefour contact de Fourchambault,1,"Je parle du carrefour contact de Fourchambault
Les patron parle comme des chiens aux employés et surtout aux clients c inadmissible la dernière il m'ont carrément dit d'allez voir ailleurs de plus il y a beaucoup de produits périmé en rayon et c moisi dans mes frigo.
J'espère que la direction de carrefour va faire quelque chose en conséquence.",2017-05-18T13:24:48.000Z,,,Je parle du carrefour contact de FourchambaultLes patron parle comme des chiens aux employés et surtout aux clients c inadmissible la dernière il m'ont carrément dit d'allez voir ailleurs de plus il y a beaucoup de produits périmé en rayon et c moisi dans mes frigo.J'espère que la direction de carrefour va faire quelque chose en conséquence.,Je parle du carrefour contact de Fourchambault Je parle du carrefour contact de FourchambaultLes patron parle comme des chiens aux employés et surtout aux clients c inadmissible la dernière il m'ont carrément dit d'allez voir ailleurs de plus il y a beaucoup de produits périmé en rayon et c moisi dans mes frigo.J'espère que la direction de carrefour va faire quelque chose en conséquence.,64
1859,NE PAS COMMANDER !!!!,1,"j'ai eu un rendez vous avec un transporteur qui n'est pas passé bien sur sans prévenir, j'ai du appeler 15 000 fois le SAV plateforme qui se trouve au Maroc aucuns renseignements tout le monde s'en fou, c'est inacceptable de traiter les clients comme ça BRAVO, C'est un cadeau pour Noel dont je ne suis pas sur d'avoir en temps et en heure pour mon fils de 3 ans et forcément je ne le retrouverai plus disponible dans d'autres magasins Voilà comment saboter un NOEL Grand Merci !!!
 
****JE NE RECOMMANDE PAS CARREFOUR ON LINE FUIYEZ *******",2015-12-14T12:47:14.040Z,,,"j'ai eu un rendez vous avec un transporteur qui n'est pas passé bien sur sans prévenir, j'ai du appeler 15 000 fois le SAV plateforme qui se trouve au Maroc aucuns renseignements tout le monde s'en fou, c'est inacceptable de traiter les clients comme ça BRAVO, C'est un cadeau pour Noel dont je ne suis pas sur d'avoir en temps et en heure pour mon fils de 3 ans et forcément je ne le retrouverai plus disponible dans d'autres magasins Voilà comment saboter un NOEL Grand Merci !!! ****JE NE RECOMMANDE PAS CARREFOUR ON LINE FUIYEZ *******","NE PAS COMMANDER !!!! j'ai eu un rendez vous avec un transporteur qui n'est pas passé bien sur sans prévenir, j'ai du appeler 15 000 fois le SAV plateforme qui se trouve au Maroc aucuns renseignements tout le monde s'en fou, c'est inacceptable de traiter les clients comme ça BRAVO, C'est un cadeau pour Noel dont je ne suis pas sur d'avoir en temps et en heure pour mon fils de 3 ans et forcément je ne le retrouverai plus disponible dans d'autres magasins Voilà comment saboter un NOEL Grand Merci !!! ****JE NE RECOMMANDE PAS CARREFOUR ON LINE FUIYEZ *******",101
