,titles,ratings,reviews,dates,replies,reply_dates,clean_review,combined_reviews
10,Autant l'hyper de ma ville est plus…,3,"Autant l'hyper de ma ville est plus complet, autant mon carrefour de proximité....Hyper déçue. Pas de pignons de pain. Aucun bonbon cruelty free sans gélatine de cochon. Aucun fromage végétal. 😡 J'ai complètement commentaire comme je ne sais pas comment vous répondre en tout cas il s'agit du carrefour de Guelmeur à Brest",2023-01-28T22:00:47.000Z,"Bonjour, effectivement, vos magasins de proximité ont un assortiment moins important qu'un hypermarché en raison de leur taille. Votre magasin contacté a le plaisir de vous informer bien vendre des pignons de pain comme des bonbons sans gélatine. Nous vous remercions pour votre message et le gérant de votre magasin est à votre disposition pour vous renseigner sur les produits que vous souhaitez. Nous restons à votre écoute et vous souhaitons une excellente fin de journée. L'équipe Carrefour",2023-01-31T12:22:09.000Z,"Autant l'hyper de ma ville est plus complet, autant mon carrefour de proximité....Hyper déçue. Pas de pignons de pain. Aucun bonbon cruelty free sans gélatine de cochon. Aucun fromage végétal. 😡 J'ai complètement commentaire comme je ne sais pas comment vous répondre en tout cas il s'agit du carrefour de Guelmeur à Brest","Autant l'hyper de ma ville est plus… Autant l'hyper de ma ville est plus complet, autant mon carrefour de proximité....Hyper déçue. Pas de pignons de pain. Aucun bonbon cruelty free sans gélatine de cochon. Aucun fromage végétal. 😡 J'ai complètement commentaire comme je ne sais pas comment vous répondre en tout cas il s'agit du carrefour de Guelmeur à Brest"
11,Une semaine déjà que j'ai contacté le…,1,"Une semaine déjà que j'ai contacté le service client pour un produit affiché  à 299 euros et quand on veut le commander passe à 349 euros.  Malgré mes relances toujours pas de nouvelles de leurs part
 C'est juste honteux. On me dit qu'on attend une réponse des experts... 1 semaine... ils doivent vraiment être débordé. Et pendant ce temps le produit est toujours sur le site avec les mêmes conditions. La semaine dernière il y avait même une offre de15 euros en bons d'achat par tranche de 100 euros",2023-01-27T14:40:16.000Z,"Bonjour, pouvez-vous nous préciser le produit concerné s'il-vous-plait ? Nous restons à votre écoute, L'équipe Carrefour",2023-01-27T15:52:46.000Z,Une semaine déjà que j'ai contacté le service client pour un produit affiché  à 299 euros et quand on veut le commander passe à 349 euros.  Malgré mes relances toujours pas de nouvelles de leurs part C'est juste honteux. On me dit qu'on attend une réponse des experts... 1 semaine... ils doivent vraiment être débordé. Et pendant ce temps le produit est toujours sur le site avec les mêmes conditions. La semaine dernière il y avait même une offre de15 euros en bons d'achat par tranche de 100 euros,Une semaine déjà que j'ai contacté le… Une semaine déjà que j'ai contacté le service client pour un produit affiché  à 299 euros et quand on veut le commander passe à 349 euros.  Malgré mes relances toujours pas de nouvelles de leurs part C'est juste honteux. On me dit qu'on attend une réponse des experts... 1 semaine... ils doivent vraiment être débordé. Et pendant ce temps le produit est toujours sur le site avec les mêmes conditions. La semaine dernière il y avait même une offre de15 euros en bons d'achat par tranche de 100 euros
12,Livraison à domicile Orléans,4,"Pour d'obscures raisons, la livraison à domicile d'Intermarché Orléans s'est interrompue sans préavis en septembre.
J'ai donc fait appel à Carrefour et j'en suis très satisfaite.Tout d'abord, la livraison est gratuite pour une certaine catégorie de personnes, à partir de 50 euros. 
Il y a beaucoup de choix et les livraisons sont la plupart du temps complètes.
Je souligne la bonne volonté des livreurs, très ponctuels, on m'appelle par l'interphone, on dépose les sacs dans l'ascenseur et je n'ai plus qu'à les récupérer à l'étage.
La semaine dernière, l'ascenseur était en panne, le livreur a monté les sacs au 8ème, ça m'a bien rendu service.",2023-01-29T14:50:15.000Z,"Bonjour, nous tenons à vous remercier pour votre message et sommes ravis de votre satisfaction. Nos équipes de livraison font leur maximum pour satisfaire nos clients et être à leur écoute. C'est donc avec plaisir que nous avons transmis votre message à nos équipes en interne. Ce type de retour est très important pour elles. Si vous le souhaitez, nous pouvons également relayer votre missive à Orléans si vous nous précisez de quel magasin il s’agit. Nous vous souhaitons une excellente fin de journée. L'équipe Carrefour",2023-01-29T16:00:04.000Z,"Pour d'obscures raisons, la livraison à domicile d'Intermarché Orléans s'est interrompue sans préavis en septembre.J'ai donc fait appel à Carrefour et j'en suis très satisfaite.Tout d'abord, la livraison est gratuite pour une certaine catégorie de personnes, à partir de 50 euros. Il y a beaucoup de choix et les livraisons sont la plupart du temps complètes.Je souligne la bonne volonté des livreurs, très ponctuels, on m'appelle par l'interphone, on dépose les sacs dans l'ascenseur et je n'ai plus qu'à les récupérer à l'étage.La semaine dernière, l'ascenseur était en panne, le livreur a monté les sacs au 8ème, ça m'a bien rendu service.","Livraison à domicile Orléans Pour d'obscures raisons, la livraison à domicile d'Intermarché Orléans s'est interrompue sans préavis en septembre.J'ai donc fait appel à Carrefour et j'en suis très satisfaite.Tout d'abord, la livraison est gratuite pour une certaine catégorie de personnes, à partir de 50 euros. Il y a beaucoup de choix et les livraisons sont la plupart du temps complètes.Je souligne la bonne volonté des livreurs, très ponctuels, on m'appelle par l'interphone, on dépose les sacs dans l'ascenseur et je n'ai plus qu'à les récupérer à l'étage.La semaine dernière, l'ascenseur était en panne, le livreur a monté les sacs au 8ème, ça m'a bien rendu service."
13,Courses prévues samedi et lundi et non livrées,1,"Courses prévues samedi et non livrées. Un sms pour me dire qu'il y a un souci et que je serais rappelé. Je contacte le service client par téléphone n'ayant aucune nouvelle. On vous rappelle...
Résultat aucune livraison et aucune nouvelle !
Merci Carrefour ! Je vais commander ailleurs !
 Suite on m'a livré de nouveau ce lundi mais entre 16H et 18H alors que j'étais au travail et que j'avais demandé une livraison à partir de 19 car j'étais au travail ! Bilan : 3 jours après je n'ai toujours pas de commande avec un frigo bientôt vide et des enfants à nourrir sans voiture ! 
Merci Carrefour pour cette persistance dans la médiocrité !
Commande N° 600218083",2023-01-30T18:07:06.000Z,"Bonjour, pouvez-vous nous indiquer votre numéro de commande s'il vous plait ?",2023-01-30T09:30:17.000Z,Courses prévues samedi et non livrées. Un sms pour me dire qu'il y a un souci et que je serais rappelé. Je contacte le service client par téléphone n'ayant aucune nouvelle. On vous rappelle...Résultat aucune livraison et aucune nouvelle !Merci Carrefour ! Je vais commander ailleurs ! Suite on m'a livré de nouveau ce lundi mais entre 16H et 18H alors que j'étais au travail et que j'avais demandé une livraison à partir de 19 car j'étais au travail ! Bilan : 3 jours après je n'ai toujours pas de commande avec un frigo bientôt vide et des enfants à nourrir sans voiture ! Merci Carrefour pour cette persistance dans la médiocrité !Commande N° 600218083,Courses prévues samedi et lundi et non livrées Courses prévues samedi et non livrées. Un sms pour me dire qu'il y a un souci et que je serais rappelé. Je contacte le service client par téléphone n'ayant aucune nouvelle. On vous rappelle...Résultat aucune livraison et aucune nouvelle !Merci Carrefour ! Je vais commander ailleurs ! Suite on m'a livré de nouveau ce lundi mais entre 16H et 18H alors que j'étais au travail et que j'avais demandé une livraison à partir de 19 car j'étais au travail ! Bilan : 3 jours après je n'ai toujours pas de commande avec un frigo bientôt vide et des enfants à nourrir sans voiture ! Merci Carrefour pour cette persistance dans la médiocrité !Commande N° 600218083
14,Carrefour  France,3,"Carrefour  France, vous choisissez de mettre en place des caisses sans caissier/caissière. C est un choix parcontre je tiens a vous rappeller, vous préciser au cas où vous auriez omis ce détail. Vous n'êtes en aucun cas mon employeur, je ne travaille pas pour vous, donc personne ne peux me mettre en tension pour accélérer. Peux importe le monde présent dans le magasin... Etre caissière est un métier cordialement",2023-01-25T11:25:11.000Z,"Bonjour, pourriez-vous nous communiquer plus de précisions au sujet de votre signalement, l'horaire et la date des faits, et l'adresse du magasin concerné, s'il vous plaît ? Nous sommes à votre écoute. L'équipe Carrefour",2023-01-25T12:44:28.000Z,"Carrefour  France, vous choisissez de mettre en place des caisses sans caissier/caissière. C est un choix parcontre je tiens a vous rappeller, vous préciser au cas où vous auriez omis ce détail. Vous n'êtes en aucun cas mon employeur, je ne travaille pas pour vous, donc personne ne peux me mettre en tension pour accélérer. Peux importe le monde présent dans le magasin... Etre caissière est un métier cordialement","Carrefour  France Carrefour  France, vous choisissez de mettre en place des caisses sans caissier/caissière. C est un choix parcontre je tiens a vous rappeller, vous préciser au cas où vous auriez omis ce détail. Vous n'êtes en aucun cas mon employeur, je ne travaille pas pour vous, donc personne ne peux me mettre en tension pour accélérer. Peux importe le monde présent dans le magasin... Etre caissière est un métier cordialement"
15,Avec carrefour je positive ? La blague...,1,"commande N°535250665
En date du 2 janvier 2023, j’ai passé commande sur le site carrefour.fr pour le téléviseur TCL 55C835 affiché au prix de 499 euros. J’ai alors obtenu un email de confirmation avec une date de retrait au 4 janvier 2022 au sein du magasin carrefour Mulhouse Illzach. 
Le 4 janvier 2022, j’ai reçu un email m’indiquant que je pouvais venir récupérer ma commande, puis un SMS indiquant que l’objet est manquant et que ma commande est annulée. Le même jour, je me suis rendu sur place au magasin carrefour Mulhouse Illzach et il y avait encore 4 téléviseurs en stock. J’ai alors sollicité le vendeur du rayon et il n’a pas été en mesure d’honorer la vente au prix pour lequel j’avais commandé la TV sur carrefour.fr. Il m’a alors proposé un prix en-dessous duquel il ne pouvait pas aller (699 euros). J’ai alors pu acquérir la télévision ce qui constitue la preuve irréfutable que du stock était bien disponible. Depuis cette date j'ai adressé un courrier en RAR à Carrefour qui me balade depuis 1 mois en me fixant des RDV téléphoniques pour lesquels je prends mes dispositions et personne ne me contacte. Je demande à l'enseigne carrefour de rectifier le tir en me remboursant la différence puisque annuler ma commande alors qu'il y a du stock relève d'une pratique commerciale trompeuse.",2023-02-06T15:36:01.000Z,,,"commande N°535250665En date du 2 janvier 2023, j’ai passé commande sur le site carrefour.fr pour le téléviseur TCL 55C835 affiché au prix de 499 euros. J’ai alors obtenu un email de confirmation avec une date de retrait au 4 janvier 2022 au sein du magasin carrefour Mulhouse Illzach. Le 4 janvier 2022, j’ai reçu un email m’indiquant que je pouvais venir récupérer ma commande, puis un SMS indiquant que l’objet est manquant et que ma commande est annulée. Le même jour, je me suis rendu sur place au magasin carrefour Mulhouse Illzach et il y avait encore 4 téléviseurs en stock. J’ai alors sollicité le vendeur du rayon et il n’a pas été en mesure d’honorer la vente au prix pour lequel j’avais commandé la TV sur carrefour.fr. Il m’a alors proposé un prix en-dessous duquel il ne pouvait pas aller (699 euros). J’ai alors pu acquérir la télévision ce qui constitue la preuve irréfutable que du stock était bien disponible. Depuis cette date j'ai adressé un courrier en RAR à Carrefour qui me balade depuis 1 mois en me fixant des RDV téléphoniques pour lesquels je prends mes dispositions et personne ne me contacte. Je demande à l'enseigne carrefour de rectifier le tir en me remboursant la différence puisque annuler ma commande alors qu'il y a du stock relève d'une pratique commerciale trompeuse.","Avec carrefour je positive ? La blague... commande N°535250665En date du 2 janvier 2023, j’ai passé commande sur le site carrefour.fr pour le téléviseur TCL 55C835 affiché au prix de 499 euros. J’ai alors obtenu un email de confirmation avec une date de retrait au 4 janvier 2022 au sein du magasin carrefour Mulhouse Illzach. Le 4 janvier 2022, j’ai reçu un email m’indiquant que je pouvais venir récupérer ma commande, puis un SMS indiquant que l’objet est manquant et que ma commande est annulée. Le même jour, je me suis rendu sur place au magasin carrefour Mulhouse Illzach et il y avait encore 4 téléviseurs en stock. J’ai alors sollicité le vendeur du rayon et il n’a pas été en mesure d’honorer la vente au prix pour lequel j’avais commandé la TV sur carrefour.fr. Il m’a alors proposé un prix en-dessous duquel il ne pouvait pas aller (699 euros). J’ai alors pu acquérir la télévision ce qui constitue la preuve irréfutable que du stock était bien disponible. Depuis cette date j'ai adressé un courrier en RAR à Carrefour qui me balade depuis 1 mois en me fixant des RDV téléphoniques pour lesquels je prends mes dispositions et personne ne me contacte. Je demande à l'enseigne carrefour de rectifier le tir en me remboursant la différence puisque annuler ma commande alors qu'il y a du stock relève d'une pratique commerciale trompeuse."
16,Carrefour Grand Var,2,"Carrefour Grand Var : cela fait quelques moi que ce magasin est de moins en moins bien achalandé….. que je vienne en semaine et même le samedi, il y a beaucoup de produits manquants. Et certains (yaourt fruits de la marque Carrefour) manquent depuis 3 semaines…. Le rayon œufs est pratiquement chaque semaine à moitié vide…. Idem pour d’autres produits…. C’est une honte.",2023-01-17T05:00:41.000Z,"Bonjour, nous vous remercions pour votre signalement que nous avons transmis à votre magasin afin que cette situation s'améliore. Première bonne nouvelle, les yaourts aux fruits de marque Carrefour sont bien présents en en rayon dès aujourd'hui. Nous restons à votre écoute,",2023-01-17T15:05:55.000Z,"Carrefour Grand Var : cela fait quelques moi que ce magasin est de moins en moins bien achalandé….. que je vienne en semaine et même le samedi, il y a beaucoup de produits manquants. Et certains (yaourt fruits de la marque Carrefour) manquent depuis 3 semaines…. Le rayon œufs est pratiquement chaque semaine à moitié vide…. Idem pour d’autres produits…. C’est une honte.","Carrefour Grand Var Carrefour Grand Var : cela fait quelques moi que ce magasin est de moins en moins bien achalandé….. que je vienne en semaine et même le samedi, il y a beaucoup de produits manquants. Et certains (yaourt fruits de la marque Carrefour) manquent depuis 3 semaines…. Le rayon œufs est pratiquement chaque semaine à moitié vide…. Idem pour d’autres produits…. C’est une honte."
17,Ne respecte pas la loi sur les garantie,1,"J'ai acheté chez eux une ps5 . Il se trouve que la Ps5 a des petits soucis techniques elle a que 4 mois donc encore garantie. Je me présente au Sav on refuse de reprendre la console et mon dit que c'est Sony qui gère exclusivement les garantie sauf que Sony après plusieurs tentatives de les joindre pas moyen de joindre quelqu'un. C'est la loi le vendeur doit me rembourser, réparer, ou échanger le produit si il est défectueux je répète la même procédure auprès du service client et c'est la même réponse aucun respect du client chez cette enseigne à éviter à tout prix .",2023-01-19T00:33:55.000Z,"Bonjour, ",2023-01-19T07:42:03.000Z,"J'ai acheté chez eux une ps5 . Il se trouve que la Ps5 a des petits soucis techniques elle a que 4 mois donc encore garantie. Je me présente au Sav on refuse de reprendre la console et mon dit que c'est Sony qui gère exclusivement les garantie sauf que Sony après plusieurs tentatives de les joindre pas moyen de joindre quelqu'un. C'est la loi le vendeur doit me rembourser, réparer, ou échanger le produit si il est défectueux je répète la même procédure auprès du service client et c'est la même réponse aucun respect du client chez cette enseigne à éviter à tout prix .","Ne respecte pas la loi sur les garantie J'ai acheté chez eux une ps5 . Il se trouve que la Ps5 a des petits soucis techniques elle a que 4 mois donc encore garantie. Je me présente au Sav on refuse de reprendre la console et mon dit que c'est Sony qui gère exclusivement les garantie sauf que Sony après plusieurs tentatives de les joindre pas moyen de joindre quelqu'un. C'est la loi le vendeur doit me rembourser, réparer, ou échanger le produit si il est défectueux je répète la même procédure auprès du service client et c'est la même réponse aucun respect du client chez cette enseigne à éviter à tout prix ."
18,Factures inéditables,1,"Pour la deuxième fois et ce depuis que carrefour bourg en Bresse n'édite plus les factures, je me mets sur le site et, factures non reconnues 
Gérant de société il m'est impossible de ne pas avoir une facture suite a mes achats. 
Je ne parle pas de l'incompétence des personnes contactés suite a ces deux incidents 
Résultat, toujours pas de factures",2023-01-16T18:05:52.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2023-01-16T20:03:06.000Z,"Pour la deuxième fois et ce depuis que carrefour bourg en Bresse n'édite plus les factures, je me mets sur le site et, factures non reconnues Gérant de société il m'est impossible de ne pas avoir une facture suite a mes achats. Je ne parle pas de l'incompétence des personnes contactés suite a ces deux incidents Résultat, toujours pas de factures","Factures inéditables Pour la deuxième fois et ce depuis que carrefour bourg en Bresse n'édite plus les factures, je me mets sur le site et, factures non reconnues Gérant de société il m'est impossible de ne pas avoir une facture suite a mes achats. Je ne parle pas de l'incompétence des personnes contactés suite a ces deux incidents Résultat, toujours pas de factures"
19,Carrefour market très bien mais il…,3,"Carrefour market Miramas très bien mais il n'est pas normal de restreindre les clients sur l'utilisation des tickets restaurant. Du coup je continuerais mes courses chez netto, eux prennent un montant illimité pour faire ses courses.",2023-01-21T06:31:51.000Z,"Bonsoir, pourriez-vous nous apporter plus de précisions quant à votre signalement, s'il vous plaît ? Nous restons à votre écoute, l'équipe Carrefour",2023-01-21T07:55:55.000Z,"Carrefour market Miramas très bien mais il n'est pas normal de restreindre les clients sur l'utilisation des tickets restaurant. Du coup je continuerais mes courses chez netto, eux prennent un montant illimité pour faire ses courses.","Carrefour market très bien mais il… Carrefour market Miramas très bien mais il n'est pas normal de restreindre les clients sur l'utilisation des tickets restaurant. Du coup je continuerais mes courses chez netto, eux prennent un montant illimité pour faire ses courses."
20,Je déconseille,1,"Je déconseille. Commande passée le 04 01 2023 livraison prévue le 07 01 2023 nous sommes le 11 01 et toujours rien reçu 
Mail envoyé service client et dédommagement proposé 5€ LOLLL la blague.. arrivé les mains vides car cadeaux non livrés comme prévus pour ma part leur 5€ sont un manque total de prise en considération des préjudices subit...",2023-01-11T14:56:29.000Z,"Bonjour, pourriez-vous nous communiquer votre numéro de commande, s'il vous plaît ? Nous sommes à votre écoute. L'équipe Carrefour",2023-01-11T15:17:00.000Z,Je déconseille. Commande passée le 04 01 2023 livraison prévue le 07 01 2023 nous sommes le 11 01 et toujours rien reçu Mail envoyé service client et dédommagement proposé 5€ LOLLL la blague.. arrivé les mains vides car cadeaux non livrés comme prévus pour ma part leur 5€ sont un manque total de prise en considération des préjudices subit...,Je déconseille Je déconseille. Commande passée le 04 01 2023 livraison prévue le 07 01 2023 nous sommes le 11 01 et toujours rien reçu Mail envoyé service client et dédommagement proposé 5€ LOLLL la blague.. arrivé les mains vides car cadeaux non livrés comme prévus pour ma part leur 5€ sont un manque total de prise en considération des préjudices subit...
21,PUBLICITE MENSONGERE,1,"je reçois ce matin un sms de carrefour me disant que les soldes sont commencés avec la photo et le prix de plusieurs articles
je suis intéressé par un ordinateur et me présente au magasin carrefour de châteauroux
je montre le message au vendeur qui me dit ne pas être au courant de la promotion de cet article et que c'est une promotion nationale et que le magasin de châteauroux n'en a pas
c'est ce que l'on appelle UNE PUBLICITE MENSONGERE pour faire venir les clients dans le magasin et acheter autre chose BRAVO CARREFOUR ordinateur aspire 3 A317-53-38 135 euros",2023-01-12T08:29:08.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2023-01-13T14:48:32.000Z,je reçois ce matin un sms de carrefour me disant que les soldes sont commencés avec la photo et le prix de plusieurs articlesje suis intéressé par un ordinateur et me présente au magasin carrefour de châteaurouxje montre le message au vendeur qui me dit ne pas être au courant de la promotion de cet article et que c'est une promotion nationale et que le magasin de châteauroux n'en a pasc'est ce que l'on appelle UNE PUBLICITE MENSONGERE pour faire venir les clients dans le magasin et acheter autre chose BRAVO CARREFOUR ordinateur aspire 3 A317-53-38 135 euros,PUBLICITE MENSONGERE je reçois ce matin un sms de carrefour me disant que les soldes sont commencés avec la photo et le prix de plusieurs articlesje suis intéressé par un ordinateur et me présente au magasin carrefour de châteaurouxje montre le message au vendeur qui me dit ne pas être au courant de la promotion de cet article et que c'est une promotion nationale et que le magasin de châteauroux n'en a pasc'est ce que l'on appelle UNE PUBLICITE MENSONGERE pour faire venir les clients dans le magasin et acheter autre chose BRAVO CARREFOUR ordinateur aspire 3 A317-53-38 135 euros
22,ATTENTION Contrôlez vos surgelés,1,"Attention à contrôler vos surgelés à réception d’une commande en ligne, livrée chez vous.
Congélateur plein, j’ai ouvert les boites pour gagner de la place et mauvaise surprise : tout était décongelé !!
Bon cela peut arriver de tomber sur un camion défaillant. Réclamation, j’ai été remboursée sans problème. Sauf que je refais une commande et pareil, les surgelés arrivent encore une fois décongelés !!
Visiblement les camions frigorifiques Carrefour ne sont pas en bon état mais si vous faites comme moi habituellement, on met tout au congélateur et on ressort tout (qui est impropre à la consommation car rupture de la chaîne du froid) sans s’être aperçus de rien…",2023-01-14T17:48:03.000Z,"Bonjour, pourriez-vous nous donner le numéro de deux commandes concernées, s'il vous plaît ? Nous vous remercions par avance et restons à votre écoute. L'équipe Carrefour",2023-01-15T08:38:43.000Z,"Attention à contrôler vos surgelés à réception d’une commande en ligne, livrée chez vous.Congélateur plein, j’ai ouvert les boites pour gagner de la place et mauvaise surprise : tout était décongelé !!Bon cela peut arriver de tomber sur un camion défaillant. Réclamation, j’ai été remboursée sans problème. Sauf que je refais une commande et pareil, les surgelés arrivent encore une fois décongelés !!Visiblement les camions frigorifiques Carrefour ne sont pas en bon état mais si vous faites comme moi habituellement, on met tout au congélateur et on ressort tout (qui est impropre à la consommation car rupture de la chaîne du froid) sans s’être aperçus de rien…","ATTENTION Contrôlez vos surgelés Attention à contrôler vos surgelés à réception d’une commande en ligne, livrée chez vous.Congélateur plein, j’ai ouvert les boites pour gagner de la place et mauvaise surprise : tout était décongelé !!Bon cela peut arriver de tomber sur un camion défaillant. Réclamation, j’ai été remboursée sans problème. Sauf que je refais une commande et pareil, les surgelés arrivent encore une fois décongelés !!Visiblement les camions frigorifiques Carrefour ne sont pas en bon état mais si vous faites comme moi habituellement, on met tout au congélateur et on ressort tout (qui est impropre à la consommation car rupture de la chaîne du froid) sans s’être aperçus de rien…"
23,"En France, toujours un ""train de retard""",1,"Je reviens de Bruxelles où j'ai trouvé chez carrefour une gamme de produits laitiers sans lactose de la marque DILEA alors qu'il n'y a rien en France !
Comment cela peut-il être possible avec toutes les personnes allergiques au lactose...
Quand est-ce que carrefour France se décidera à mettre ces produits en rayon ?
Merci de votre réponse.",2023-01-06T13:24:03.000Z,"Bonjour, ",2023-01-09T16:52:54.000Z,Je reviens de Bruxelles où j'ai trouvé chez carrefour une gamme de produits laitiers sans lactose de la marque DILEA alors qu'il n'y a rien en France !Comment cela peut-il être possible avec toutes les personnes allergiques au lactose...Quand est-ce que carrefour France se décidera à mettre ces produits en rayon ?Merci de votre réponse.,"En France, toujours un ""train de retard"" Je reviens de Bruxelles où j'ai trouvé chez carrefour une gamme de produits laitiers sans lactose de la marque DILEA alors qu'il n'y a rien en France !Comment cela peut-il être possible avec toutes les personnes allergiques au lactose...Quand est-ce que carrefour France se décidera à mettre ces produits en rayon ?Merci de votre réponse."
24,CAREFOUR SAINT JEAN DE LUZ,1,"Monsieur.
Suite à votre appel téléphonique du 04.01.23 à 10h23 me fixant un rendez vous à carrefour Saint Jean de Luz le 05.01.23 à 11h00 au rayon poissonnerie pour un geste commercial.
J'ai eu la désagréable surprise d'apprendre que vous n’y étiez pas. Pour moi cela est du mépris envers le client.
Le geste commercial je vous en fait cadeau et en plus je vous ferai un peut de PUB.
MERCI encore",2023-01-05T15:05:56.000Z,,,Monsieur.Suite à votre appel téléphonique du 04.01.23 à 10h23 me fixant un rendez vous à carrefour Saint Jean de Luz le 05.01.23 à 11h00 au rayon poissonnerie pour un geste commercial.J'ai eu la désagréable surprise d'apprendre que vous n’y étiez pas. Pour moi cela est du mépris envers le client.Le geste commercial je vous en fait cadeau et en plus je vous ferai un peut de PUB.MERCI encore,CAREFOUR SAINT JEAN DE LUZ Monsieur.Suite à votre appel téléphonique du 04.01.23 à 10h23 me fixant un rendez vous à carrefour Saint Jean de Luz le 05.01.23 à 11h00 au rayon poissonnerie pour un geste commercial.J'ai eu la désagréable surprise d'apprendre que vous n’y étiez pas. Pour moi cela est du mépris envers le client.Le geste commercial je vous en fait cadeau et en plus je vous ferai un peut de PUB.MERCI encore
25,Carrefour pontault combaut ou ormesson…,1,"Carrefour pontault combaut ou ormesson même combat. 
Magasins à la dérive, n affichent pas les prix, ne prennent pas en compte les bons de réduction.
Se faire rembourser, oui mais il faut batailler. Je ne parle des produits manquants et les prix des produits. J etais cliente je pense que je ne vais plus l être.
Suite à la réponse de carrefour : trop de prix manquants pour vous faire la liste par exemple les pellets à carrefour pontault , ormessons les draps etc Et ce n est qu un exemple. Bons de reductions : bon de reduction emis par carrefour et non périméssur du café ou remise de 8 euros pour 50 euros d achats. C est récurant .....",2023-01-13T16:26:34.000Z,"Bonjour, nous vous remercions pour votre message, dont nous avons fait part à vos magasins en vue d'améliorer ces points. Nous restons, tout comme vos magasins, à votre écoute comme à votre service. Nous vous souhaitons une belle et heureuse année 2023. L'équipe Carrefour",2023-01-14T08:50:46.000Z,"Carrefour pontault combaut ou ormesson même combat. Magasins à la dérive, n affichent pas les prix, ne prennent pas en compte les bons de réduction.Se faire rembourser, oui mais il faut batailler. Je ne parle des produits manquants et les prix des produits. J etais cliente je pense que je ne vais plus l être.Suite à la réponse de carrefour : trop de prix manquants pour vous faire la liste par exemple les pellets à carrefour pontault , ormessons les draps etc Et ce n est qu un exemple. Bons de reductions : bon de reduction emis par carrefour et non périméssur du café ou remise de 8 euros pour 50 euros d achats. C est récurant .....","Carrefour pontault combaut ou ormesson… Carrefour pontault combaut ou ormesson même combat. Magasins à la dérive, n affichent pas les prix, ne prennent pas en compte les bons de réduction.Se faire rembourser, oui mais il faut batailler. Je ne parle des produits manquants et les prix des produits. J etais cliente je pense que je ne vais plus l être.Suite à la réponse de carrefour : trop de prix manquants pour vous faire la liste par exemple les pellets à carrefour pontault , ormessons les draps etc Et ce n est qu un exemple. Bons de reductions : bon de reduction emis par carrefour et non périméssur du café ou remise de 8 euros pour 50 euros d achats. C est récurant ....."
