,titles,ratings,reviews,dates,replies,reply_dates,combined_reviews,clean_BE,clean_PD,clean_DM,clean_AS,has_respond
1873,Pinot Noir Jean Cornelius,1,"Pinot Noir Jean Cornelius 
Acheté ce vin pour Noël. 
Le pinot noir avait tout simplement le goût d'un vulgaire côte du Rhône !
Je pense que cette livraison à échappée au service qualité.",2019-12-29T17:59:25.000Z,,,"Pinot Noir Jean Cornelius Pinot Noir Jean Cornelius 
Acheté ce vin pour Noël. 
Le pinot noir avait tout simplement le goût d'un vulgaire côte du Rhône !
Je pense que cette livraison à échappée au service qualité.",0,0,0,0,0
1874,Attention à la relation clients,3,"Bien déçue de la nouvelle génération d employés 
Je conçois que travailler pendant les fêtes n est pas évident mais ce n est pas une raison pour etre incorrect avec les clients !!!",2019-12-28T18:26:02.000Z,,,"Attention à la relation clients Bien déçue de la nouvelle génération d employés 
Je conçois que travailler pendant les fêtes n est pas évident mais ce n est pas une raison pour etre incorrect avec les clients !!!",0,0,0,0,0
1875,Bonjour,3,"Bonjour, Très déçue de ces magasins qui ne sont plus à la hauteur. Les promotions indiquées sur les prospectus ne sont pas toujours au rendez-vous, Manque de personnel (pourtant toujours très aimable) et attente aux caisses. A force de tirer sur la corde dans tous les domaines, un jour où l'autre ça n'ira plus",2019-12-28T10:29:25.000Z,,,"Bonjour Bonjour, Très déçue de ces magasins qui ne sont plus à la hauteur. Les promotions indiquées sur les prospectus ne sont pas toujours au rendez-vous, Manque de personnel (pourtant toujours très aimable) et attente aux caisses. A force de tirer sur la corde dans tous les domaines, un jour où l'autre ça n'ira plus",1,0,0,0,0
1876,Jouets cassés pour noël....,1,Ca fait plaisir d'acheter des cadeaux de noel et de les trouver fendus en ouvrant la boite.... mon fils etait ravi....,2019-12-27T17:06:34.000Z,,,Jouets cassés pour noël.... Ca fait plaisir d'acheter des cadeaux de noel et de les trouver fendus en ouvrant la boite.... mon fils etait ravi....,1,0,1,0,0
1877,Dégradation de qualité incontestable,2,"Quelle dégradation de qualité de cette enseigne depuis ces 2 dernières années que ce soit par :
1/ l'accueil aux caisses oû le seul objectif de l'employée est d'assurer un chrono en scanner les articles au plus rapide - tout s'entasse, s'écase dn bout dd caisse sans qe vous ayez eu le temps de ranger vos courses,
2/ la qualité des légumes et/ou des fruits qui sont souvent dégradés par une fraîcheur douteuse ou le mode de conservation inadéquat (T°C trop basses au dessous de 0°C)
3/ l'indisponibilité de fruits, légumes ou autres articles en milieu de journée alors qu'annoncé en catalogue.
La liste des insatisfactions est non exhaustive et à ce jours je privilégie des enseignes plus respectueuses de leurs clients et de leurs attentes. 
J'étais un client fidèle des LIDL autour de chez moi ou de mon lieu de travail - Brg Achard ( 27 ) GrandQuevilly et Rouen ( 76 ) 
Mon panier moyen est passé  hebdomadairement de 70 - 110€ à  30 - 50€.",2019-12-27T04:48:17.000Z,,,"Dégradation de qualité incontestable Quelle dégradation de qualité de cette enseigne depuis ces 2 dernières années que ce soit par :
1/ l'accueil aux caisses oû le seul objectif de l'employée est d'assurer un chrono en scanner les articles au plus rapide - tout s'entasse, s'écase dn bout dd caisse sans qe vous ayez eu le temps de ranger vos courses,
2/ la qualité des légumes et/ou des fruits qui sont souvent dégradés par une fraîcheur douteuse ou le mode de conservation inadéquat (T°C trop basses au dessous de 0°C)
3/ l'indisponibilité de fruits, légumes ou autres articles en milieu de journée alors qu'annoncé en catalogue.
La liste des insatisfactions est non exhaustive et à ce jours je privilégie des enseignes plus respectueuses de leurs clients et de leurs attentes. 
J'étais un client fidèle des LIDL autour de chez moi ou de mon lieu de travail - Brg Achard ( 27 ) GrandQuevilly et Rouen ( 76 ) 
Mon panier moyen est passé  hebdomadairement de 70 - 110€ à  30 - 50€.",1,1,0,0,0
1878,Monsieur Cuisine,1,J’ai acheté Monsieur Cuisine de Silvercrest et c’est juste une grosse arnaque. Le moteur se met tout le temps en surchauffe et il faut attendre 50 minutes pour qu’il redémarre alors qu’il n’y a rien dans le bol....,2019-12-23T20:55:12.000Z,,,Monsieur Cuisine J’ai acheté Monsieur Cuisine de Silvercrest et c’est juste une grosse arnaque. Le moteur se met tout le temps en surchauffe et il faut attendre 50 minutes pour qu’il redémarre alors qu’il n’y a rien dans le bol....,0,0,0,1,0
1879,On a effectué des achats un dimanche…,1,"On a effectué des achats un dimanche matin exceptionnellement vu les promos. Et arrivé à la caisse....
La caissière nous a dit que l'on avait toute la semaine pour faire nos courses sauf un dimanche !!!!!!!!
Nous étions plusieurs clients très gênés 
Pas facile de se faire ""insulter"" quand on est pas en faute.
Donc pas de  courses dans ce magasin on gêne le personnel ?",2019-12-22T14:40:34.000Z,,,"On a effectué des achats un dimanche… On a effectué des achats un dimanche matin exceptionnellement vu les promos. Et arrivé à la caisse....
La caissière nous a dit que l'on avait toute la semaine pour faire nos courses sauf un dimanche !!!!!!!!
Nous étions plusieurs clients très gênés 
Pas facile de se faire ""insulter"" quand on est pas en faute.
Donc pas de  courses dans ce magasin on gêne le personnel ?",1,0,0,0,0
1880,Ou est la fraîcheur des produits?,1,"Je viens d'acheter des endives en sachet au Lidl Carcassonne avenue C Bernard. Grosse difficulté pour trouver un sachet qui n'était pas moisi. A 2 € le sachet quelle honte, de qui se moque t'on?",2019-12-20T15:52:23.000Z,,,"Ou est la fraîcheur des produits? Je viens d'acheter des endives en sachet au Lidl Carcassonne avenue C Bernard. Grosse difficulté pour trouver un sachet qui n'était pas moisi. A 2 € le sachet quelle honte, de qui se moque t'on?",1,1,0,0,0
1881,Lidl se moque de moi !,1,"Bonjour, plusieurs paquets de cacahuètes de leur marque (Alesto ) achetés il y a quelques semaines et non consommables à cause de la quantité de sel, j'ai même retrouvé des paquets de sel agglomérés de la taille d'une bille, je les ai contactés par mail pour dénoncer ce dysfonctionnement, ils ont répondu en me donnant un n° de suivi et m'ont demandé mon identité, alors que dans le formulaire à remplir on donne déjà son identité, depuis plus aucune réponse malgré 3 relances, si les prix restent à peu prés stables la qualité de leurs produits est en constante dégradation quand ce n'est pas la quantité de produit qui baisse discrètement, pas de doute Lidl n'est plus ce qu'il était au départ.",2019-12-20T08:13:24.000Z,,,"Lidl se moque de moi ! Bonjour, plusieurs paquets de cacahuètes de leur marque (Alesto ) achetés il y a quelques semaines et non consommables à cause de la quantité de sel, j'ai même retrouvé des paquets de sel agglomérés de la taille d'une bille, je les ai contactés par mail pour dénoncer ce dysfonctionnement, ils ont répondu en me donnant un n° de suivi et m'ont demandé mon identité, alors que dans le formulaire à remplir on donne déjà son identité, depuis plus aucune réponse malgré 3 relances, si les prix restent à peu prés stables la qualité de leurs produits est en constante dégradation quand ce n'est pas la quantité de produit qui baisse discrètement, pas de doute Lidl n'est plus ce qu'il était au départ.",1,0,0,1,0
1882,Lidl a bannir,1,Magnifique 😡on achète des minis gratins de pomme de terre de la marque Lidl et la surprise on trouve un trombone en fer dans le mini gratin! Message mis sur Twitter 2 jours de suite Lidl ne réagit pas ! Ni la DDPP qui contrôle les ets alimentaire 😡 sans doute Lidl est trop protégé 🤔💰🤔 en attendant je vous laisse imagine4 si un enfant avait avaler ce trombone 😱 ne bouffer + les salopperies de Lidl je n’en resterai pas là ! Lidl est protégé et représente Trop d’enjeux n’est ce pa tout les jours il y aura un message sur Lidl !,2019-12-18T20:24:40.000Z,,,Lidl a bannir Magnifique 😡on achète des minis gratins de pomme de terre de la marque Lidl et la surprise on trouve un trombone en fer dans le mini gratin! Message mis sur Twitter 2 jours de suite Lidl ne réagit pas ! Ni la DDPP qui contrôle les ets alimentaire 😡 sans doute Lidl est trop protégé 🤔💰🤔 en attendant je vous laisse imagine4 si un enfant avait avaler ce trombone 😱 ne bouffer + les salopperies de Lidl je n’en resterai pas là ! Lidl est protégé et représente Trop d’enjeux n’est ce pa tout les jours il y aura un message sur Lidl !,0,1,0,0,0
1883,Lidl se moque du sav!,1,"J’ai renvoyé un perforateur tombé en panne au bout de 4 utilisations. 2ème appel au soit disant service client Client Lidl qui vous renvoie au sav du fournisseur Kompernab handelsgesellschaft mbh puisque Lidl ne gère pas son sav donc très difficile contacter un sav inexistant, essayer de le retrouver sur internet. J’ai acheter cet article chez Lidl , ce n’est pas au client de gérer les problèmes avec le fournisseur. Celui-ci me dit qu’il aurait réceptionné mon article le 6 décembre alors que la preuve de livraison UPS indique le 3 décembre, qu’ils étaient en période d’inventaire et quand il le pourront ; première quinzaine de janvier me renvoyer un article de remplacement et me raccroche au nez...
Aujourd’hui, je ne sais s’ils disent la vérité ou pas m’ayant raccroché au nez et Lidl chez qui j’ai acheté quand même le produit me transfère au centre appel du fournisseur qui me raccroche au nez. Bref plus jamais j’achète de l’outillage chez Lidl!",2019-12-16T15:15:51.000Z,,,"Lidl se moque du sav! J’ai renvoyé un perforateur tombé en panne au bout de 4 utilisations. 2ème appel au soit disant service client Client Lidl qui vous renvoie au sav du fournisseur Kompernab handelsgesellschaft mbh puisque Lidl ne gère pas son sav donc très difficile contacter un sav inexistant, essayer de le retrouver sur internet. J’ai acheter cet article chez Lidl , ce n’est pas au client de gérer les problèmes avec le fournisseur. Celui-ci me dit qu’il aurait réceptionné mon article le 6 décembre alors que la preuve de livraison UPS indique le 3 décembre, qu’ils étaient en période d’inventaire et quand il le pourront ; première quinzaine de janvier me renvoyer un article de remplacement et me raccroche au nez...
Aujourd’hui, je ne sais s’ils disent la vérité ou pas m’ayant raccroché au nez et Lidl chez qui j’ai acheté quand même le produit me transfère au centre appel du fournisseur qui me raccroche au nez. Bref plus jamais j’achète de l’outillage chez Lidl!",0,1,0,1,0
1884,Service client zéro,1,"Service client zéro 
Je suis tombé sur un mr très désagréable et insultant il m’a même raccroché au nez à plusieurs reprises  ( comme par hasard je tombais  sur la même personne ) il voulais ni  accéder à mon dossier  ni  m’écoute En me disant que le numéro du dossier n’est pas fonctionnel 
C’est montables  pour une grande enseigne",2019-12-16T10:12:54.000Z,,,"Service client zéro Service client zéro 
Je suis tombé sur un mr très désagréable et insultant il m’a même raccroché au nez à plusieurs reprises  ( comme par hasard je tombais  sur la même personne ) il voulais ni  accéder à mon dossier  ni  m’écoute En me disant que le numéro du dossier n’est pas fonctionnel 
C’est montables  pour une grande enseigne",1,0,0,1,0
1885,Attention à la truffle !,3,"Si vous êtes tenté par le pot de truffle à 13€, autant récupérer 2 morceaux de goudron ce sera beaucoup moins cher. Un gout une odeur et saveur loin de ce que l'on peut attendre... Fuyez ce produit  !!!",2019-12-14T14:48:45.000Z,,,"Attention à la truffle ! Si vous êtes tenté par le pot de truffle à 13€, autant récupérer 2 morceaux de goudron ce sera beaucoup moins cher. Un gout une odeur et saveur loin de ce que l'on peut attendre... Fuyez ce produit  !!!",1,0,0,0,0
1886,Problème avec aspirateur à cendres…,1,Problème avec aspirateur à cendres connu qui n'aspire pas le sav repond tout tranquille cest normal on ne répare pas car c'est comme ça et le filtre se bouche vite ah oui pour se boucher vite il se bouche vite à peine démarre il n'aspire plus et j en ai pour 40 euros et reste avec un aspi qui ne fonctionne pas mais pas essayé de réparer car le problème est connu et ils le vendent toujours même pas remboursé c'est honteux vraiment,2019-12-13T17:12:24.000Z,,,Problème avec aspirateur à cendres… Problème avec aspirateur à cendres connu qui n'aspire pas le sav repond tout tranquille cest normal on ne répare pas car c'est comme ça et le filtre se bouche vite ah oui pour se boucher vite il se bouche vite à peine démarre il n'aspire plus et j en ai pour 40 euros et reste avec un aspi qui ne fonctionne pas mais pas essayé de réparer car le problème est connu et ils le vendent toujours même pas remboursé c'est honteux vraiment,1,0,0,0,0
1887,Je suis déçu j'ai acheté des filets de…,1,Je suis déçu j'ai acheté des filets de canard il été bon jusqu'au 14 décembre aujourdhui le 12 décembre les filets été plus bon odeur nauséabonde.,2019-12-12T11:50:22.000Z,,,Je suis déçu j'ai acheté des filets de… Je suis déçu j'ai acheté des filets de canard il été bon jusqu'au 14 décembre aujourdhui le 12 décembre les filets été plus bon odeur nauséabonde.,0,0,0,0,0
1888,On les embete!,1,"pas possible d'accueillir les gens comme ça!
sont la que pour prendre notre pognon!",2019-12-11T17:32:57.000Z,,,"On les embete! pas possible d'accueillir les gens comme ça!
sont la que pour prendre notre pognon!",1,0,0,0,0
1889,Ce magasin est excellent personnel…,5,Ce magasin est excellent personnel aimable serviable et a l ecoute de votre demande je recommande; Par contre  manque de personnel les camions d approvisionnement arrive trop tard j ai de la peine a voir le personnel travailler dans ces conditions LIDL exploite son personnel et c est dommage NICOLAS MALENFANT,2019-12-11T08:49:53.000Z,,,Ce magasin est excellent personnel… Ce magasin est excellent personnel aimable serviable et a l ecoute de votre demande je recommande; Par contre  manque de personnel les camions d approvisionnement arrive trop tard j ai de la peine a voir le personnel travailler dans ces conditions LIDL exploite son personnel et c est dommage NICOLAS MALENFANT,1,0,0,0,0
1890,Aspirateur pour cendre de très mauvais…,1,Aspirateur pour cendre de très mauvais qualité téléphoner sav connaissance du problème  ne peuvent rien faire  pour arranger le problème même pas échangé ou reprendre,2019-12-10T13:40:28.000Z,,,Aspirateur pour cendre de très mauvais… Aspirateur pour cendre de très mauvais qualité téléphoner sav connaissance du problème  ne peuvent rien faire  pour arranger le problème même pas échangé ou reprendre,0,0,0,1,0
1891,Cela fais plusieurs fois que j’ai des…,1,"Cela fais plusieurs fois que j’ai des soucis avec le Lidl de Marolles en Hurepoix à côté de Bretigny sur orge Essonne 
Ils se trompe beaucoup sur le ticket de caisse, ils passent plusieurs fois le même produit  , mal poli , donner de ordres à la clientèle exemple : je ne doit pas
Parler avec d’ autre client alors que je suis moi même cliente 
Font de l’anti gaspi et j’ ai vu que c’est le personnel qui se sert en le mettant dans leur voiture , du coup soit disant libre service pour le client où est l honnêteté ??!!  alors qu’ils se servent avant nous ,sur le fait que le client est roi alors que c est l inverse 
Je dit attention n y allé plus 
Le magasin marche frais sont plus gentil et sont plus aimable avec nous et pour l’ anti gaspille on peux en prendre le nombre qu ont veux 
Ils sont plus chaleureux et plus arrangeant que Lidl qui eux  deviennent égoïste et l ambiance est glacial marché frais non ! 
Un jour ils disent bonjours le lendemain  c est comme ci que je suis le vilain petit canard , à croire !! Alors que j acheté chez eux à chaque fois 
Se permettent beaucoup de chose alors qu’ils ont des ordres spécifiques 
Conclusion : Lidl deviens de plus en plus  malhonnête a oui maman a eu sont chariot bloqué dans le sasse, le personnel viens la voir et lui dit “ vous nous avez déjà fais ça il y a peu de temps “ et Elle est partie sans débloquer le chariot du coup maman e est rentrée dans le magasin pour me chercher et nous avons rien acheter 
C est honteux !!! Ils nous prennent pour des moins que rien !! 
Je vais faire le bouche à oreille pour que les gens n y aille plus !!",2019-12-10T09:41:40.000Z,,,"Cela fais plusieurs fois que j’ai des… Cela fais plusieurs fois que j’ai des soucis avec le Lidl de Marolles en Hurepoix à côté de Bretigny sur orge Essonne 
Ils se trompe beaucoup sur le ticket de caisse, ils passent plusieurs fois le même produit  , mal poli , donner de ordres à la clientèle exemple : je ne doit pas
Parler avec d’ autre client alors que je suis moi même cliente 
Font de l’anti gaspi et j’ ai vu que c’est le personnel qui se sert en le mettant dans leur voiture , du coup soit disant libre service pour le client où est l honnêteté ??!!  alors qu’ils se servent avant nous ,sur le fait que le client est roi alors que c est l inverse 
Je dit attention n y allé plus 
Le magasin marche frais sont plus gentil et sont plus aimable avec nous et pour l’ anti gaspille on peux en prendre le nombre qu ont veux 
Ils sont plus chaleureux et plus arrangeant que Lidl qui eux  deviennent égoïste et l ambiance est glacial marché frais non ! 
Un jour ils disent bonjours le lendemain  c est comme ci que je suis le vilain petit canard , à croire !! Alors que j acheté chez eux à chaque fois 
Se permettent beaucoup de chose alors qu’ils ont des ordres spécifiques 
Conclusion : Lidl deviens de plus en plus  malhonnête a oui maman a eu sont chariot bloqué dans le sasse, le personnel viens la voir et lui dit “ vous nous avez déjà fais ça il y a peu de temps “ et Elle est partie sans débloquer le chariot du coup maman e est rentrée dans le magasin pour me chercher et nous avons rien acheter 
C est honteux !!! Ils nous prennent pour des moins que rien !! 
Je vais faire le bouche à oreille pour que les gens n y aille plus !!",1,0,0,0,0
1892,Végétariens malheureux chez Lidl,2,"J’écris  maintenant depuis plusieurs années au service consommateur Lidl Afin qu’il propose des alternatives à la viande dans leur rayons.De nombreuses marques comme herta, déjà vendu par l’enseigne propose ce genre de produit.  D’autres enseignes concurrentes comme Aldi en propose déjà depuis un moment dans une gamme bio .
En ce qui concerne les plats préparés végétariens l’offre et également très limitée 
sandwich salades pâtes sont rarement végétarien 
les produits « de luxe » sont quasiment tous parfumés avec une huile de truffe d’ete
« luxe » + végétarien = quasi exclusivement huile de truffe depuis plusieurs années 
Un renouvellement serai bien venu 
les produits quelque soit leur composition, cèpes ou autre, on tous Uniquement un goût de truffe qui prend le dessus sur tout et qui n’est pas très heureux 
En bref les végétariens sont malheureux chez Lidl",2019-12-08T12:00:19.000Z,,,"Végétariens malheureux chez Lidl J’écris  maintenant depuis plusieurs années au service consommateur Lidl Afin qu’il propose des alternatives à la viande dans leur rayons.De nombreuses marques comme herta, déjà vendu par l’enseigne propose ce genre de produit.  D’autres enseignes concurrentes comme Aldi en propose déjà depuis un moment dans une gamme bio .
En ce qui concerne les plats préparés végétariens l’offre et également très limitée 
sandwich salades pâtes sont rarement végétarien 
les produits « de luxe » sont quasiment tous parfumés avec une huile de truffe d’ete
« luxe » + végétarien = quasi exclusivement huile de truffe depuis plusieurs années 
Un renouvellement serai bien venu 
les produits quelque soit leur composition, cèpes ou autre, on tous Uniquement un goût de truffe qui prend le dessus sur tout et qui n’est pas très heureux 
En bref les végétariens sont malheureux chez Lidl",1,1,0,0,0
1893,acceuil tres froid sur le liddl d…,1,acceuil tres froid sur le liddl d haubourdin la responsable du  magasin execrable comprend pas qu on puisse embaucher des personnes comme ca nous dire que si on  n est pas content on peut aller a auchan bravo lle liddl d haubourdin un peu de respect pour la clientele,2019-12-08T07:25:20.000Z,,,acceuil tres froid sur le liddl d… acceuil tres froid sur le liddl d haubourdin la responsable du  magasin execrable comprend pas qu on puisse embaucher des personnes comme ca nous dire que si on  n est pas content on peut aller a auchan bravo lle liddl d haubourdin un peu de respect pour la clientele,0,1,0,0,0
1894,Je trouve inadmissible que le Lidl de…,1,"Je trouve inadmissible que le Lidl de Poitiers (Bignoux) ferme ses portes ce Samedi 07/12/2019 à 19h48.
En prétextant on est pas payer pour rester à plus de 20h00 !
En sachant que la fermeture qui est inscrite est à 20h00 et non 19h48!",2019-12-07T19:46:18.000Z,,,"Je trouve inadmissible que le Lidl de… Je trouve inadmissible que le Lidl de Poitiers (Bignoux) ferme ses portes ce Samedi 07/12/2019 à 19h48.
En prétextant on est pas payer pour rester à plus de 20h00 !
En sachant que la fermeture qui est inscrite est à 20h00 et non 19h48!",1,0,0,0,0
1895,Lidl Le Cateau Cambrésis 59,1,"Lidl Le Cateau Cambrésis 59
Je sors de ce magasin avec mon conjoint. Pas de bol les deux caissières sont désagréables, elles passent vos courses si vite que vous n'avez pas le temps, à deux, de ranger dans votre caddie. Elles font sortir toutes les courses, surtout les conserves alors que c'est un carton entier, donc boîtes toutes identiques. C'est tout juste si elles ne jettent pas les courses directement dans le caddie, évidemment ce serait plus rapide pour elles. Elles devraient apprendre pour certaines à être aimable avec les clients, certaines font la tête .
Certes elles sont payées au caddie mais nous ne sommes pas des robots. En plus certains articles ont vu leurs prix augmenter. Pourquoi continuer à l'appeler discount. Clients très en colère 😡",2019-12-06T14:37:11.000Z,,,"Lidl Le Cateau Cambrésis 59 Lidl Le Cateau Cambrésis 59
Je sors de ce magasin avec mon conjoint. Pas de bol les deux caissières sont désagréables, elles passent vos courses si vite que vous n'avez pas le temps, à deux, de ranger dans votre caddie. Elles font sortir toutes les courses, surtout les conserves alors que c'est un carton entier, donc boîtes toutes identiques. C'est tout juste si elles ne jettent pas les courses directement dans le caddie, évidemment ce serait plus rapide pour elles. Elles devraient apprendre pour certaines à être aimable avec les clients, certaines font la tête .
Certes elles sont payées au caddie mais nous ne sommes pas des robots. En plus certains articles ont vu leurs prix augmenter. Pourquoi continuer à l'appeler discount. Clients très en colère 😡",1,0,0,0,0
1896,Ce n'est pas ecrit sur mon front !,1,"Aujourd'hui 6/12/2019 10h45 ,Je viens de faire des courses a lidl Montech et dans un rayon une jeune employée au rechargement , (pas souriante , pas aimable, queue de cheval bien tirée comme son visage) pardon s'il vous plait prête a me bousculer pour passer, mais handicapé depuis 40 ans il me faut 10 secondes pour démarer et là en colère , cette jeune fille n'a rien à faire dans le commerce incapable de voir une incapacité et le sourire arrange beaucoup les choses et je pense qu'elle n'a pas appris a sourire DOMMAGE",2019-12-06T10:10:32.000Z,,,"Ce n'est pas ecrit sur mon front ! Aujourd'hui 6/12/2019 10h45 ,Je viens de faire des courses a lidl Montech et dans un rayon une jeune employée au rechargement , (pas souriante , pas aimable, queue de cheval bien tirée comme son visage) pardon s'il vous plait prête a me bousculer pour passer, mais handicapé depuis 40 ans il me faut 10 secondes pour démarer et là en colère , cette jeune fille n'a rien à faire dans le commerce incapable de voir une incapacité et le sourire arrange beaucoup les choses et je pense qu'elle n'a pas appris a sourire DOMMAGE",1,0,0,0,0
1897,Très mal reçue,1,"J'ai appris que la marque Lidl vendait des produits anti-gaspillage  en fruits et légumes  donc je suis allée à l'ouverture chercher un cajot  j'ai été très mal reçue.CLiente habituelle et non habituée au promos je tiens à vous signaler que leclerc , votre voisin à des promos tous les jours et nous reçoivent avec le sourire...cordialement",2019-12-05T19:40:16.000Z,,,"Très mal reçue J'ai appris que la marque Lidl vendait des produits anti-gaspillage  en fruits et légumes  donc je suis allée à l'ouverture chercher un cajot  j'ai été très mal reçue.CLiente habituelle et non habituée au promos je tiens à vous signaler que leclerc , votre voisin à des promos tous les jours et nous reçoivent avec le sourire...cordialement",1,0,0,0,0
1898,Lidl la valentine marseille,5,"Lidl la valentine marseille :

Super accueil merci beaucoup ! Malgres le monde les fêtes de Noël le rangement et pas top cest normal ! Mais un grand merci. 
Personnel très sympa, souriant, agréable et très disponible !
Cela fait plaisir dans des grandes surface",2019-12-05T19:37:25.000Z,,,"Lidl la valentine marseille Lidl la valentine marseille :

Super accueil merci beaucoup ! Malgres le monde les fêtes de Noël le rangement et pas top cest normal ! Mais un grand merci. 
Personnel très sympa, souriant, agréable et très disponible !
Cela fait plaisir dans des grandes surface",1,0,0,0,0
1899,Lidl à Vienne Estressin,5,"Lidl à Vienne Estressin. J'ai demandé un conseil et la personne qui effectuait la mise en rayon à pris le temps de m'expliquer avec le sourire. Quand j'ai attrapé un carton lourd en hauteur une autre employée est venue m'aider sa's que j'ai à demandé et tjs avec le sourire. Quant à la caisse, encore une personne bienveillante. Les carrefour inter et leclerc du secteur feraient bien de prendre exemple sur ces personnes. Bravo à l'équipe de lidl.",2019-12-04T12:48:06.000Z,,,"Lidl à Vienne Estressin Lidl à Vienne Estressin. J'ai demandé un conseil et la personne qui effectuait la mise en rayon à pris le temps de m'expliquer avec le sourire. Quand j'ai attrapé un carton lourd en hauteur une autre employée est venue m'aider sa's que j'ai à demandé et tjs avec le sourire. Quant à la caisse, encore une personne bienveillante. Les carrefour inter et leclerc du secteur feraient bien de prendre exemple sur ces personnes. Bravo à l'équipe de lidl.",1,0,0,0,0
1900,pour un hard discount trop cher…,1,pour un hard discount trop cher maintenant Lidl,2019-12-03T15:47:52.000Z,,,pour un hard discount trop cher… pour un hard discount trop cher maintenant Lidl,0,0,1,0,0
1901,jeux des etiquettes,3,"Pour certaines prestations ils sont tres bien,si vous avez juste besoin de mettre dans le caddy .Je viens vers ce site pour dire, qu'ils se payent la tete du client a faire des jeux bidons, pour les asterix.
Meme pas capable de fournir des peluches cohérentes en tailles pour un meme thème me voir donner un obelix plus petit que idéefix 
c'est un comble dans le j'en foutisme.
Max dans l'Allier.",2019-11-29T11:10:48.000Z,,,"jeux des etiquettes Pour certaines prestations ils sont tres bien,si vous avez juste besoin de mettre dans le caddy .Je viens vers ce site pour dire, qu'ils se payent la tete du client a faire des jeux bidons, pour les asterix.
Meme pas capable de fournir des peluches cohérentes en tailles pour un meme thème me voir donner un obelix plus petit que idéefix 
c'est un comble dans le j'en foutisme.
Max dans l'Allier.",1,0,0,0,0
1902,Nul promotion mal faite,1,"Nul promotion mal faite 
Pas de responsable officiel  c est au client de chercher à  trouver une solution et surtout une réponse",2019-11-27T17:13:49.000Z,,,"Nul promotion mal faite Nul promotion mal faite 
Pas de responsable officiel  c est au client de chercher à  trouver une solution et surtout une réponse",1,0,0,1,0
